logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-22.189,2159608173,contribution of multiplexed electrical resistance and magnetic techniques to the archaeological investigations at poros greece,en,2006,5,5,"2108064160,2146801751,2013940486,2124048760,2148357326","archaeological,contribution,electrical,greece,investigations,magnetic,multiplexed,poros,resistance,techniques",nikos papadopoulos|2810799665|nikos papadopoulos|2810799665|apostolos sarris|2139383741|e kokkinou|2471678691|b wells|2153267715|a penttinen|2427764531|e savini|2707160057|g n tsokas|1784202376|p tsourlos|1982013178,remote sensing|62649853|horizontal and vertical|59218005|gradiometer|2780784121|geology|127313418|fluxgate compass|28044941|excavation|31858485|electrical resistance and conductance|94857076|bronze age|120876096|archaeology|166957645,archaeological prospection|180658431
-22.192,2395201095,partnership in learning english heritage and the raymond lemaire international centre for conservation,en,2007,1,1,592467759,"centre,conservation,english,heritage,international,learning,lemaire,partnership,raymond",d p andrews|2426292934|j bedford|2099007998|m clowes|2614654488|a crispe|2397359023|k u leuven|2634833505,urban design|205300905|remote sensing|62649853|procurement|201650216|industrial heritage|123253695|government|148834064|engineering management|110354214|engineering|127413603|documentation|56666940|cultural heritage management|93371752|cultural heritage|60671577|architecture|123657996|archaeology|166957645,international archives photogrammetry remote sensing spatial information sciences|2737215817
-22.193,2135158467,remote sensing and integration with other geomatic techniques in archaeology,en,2012,1,1,"2026752922,1623899554,2060090591,201224041,1964697192,2119211033,1993243599,2102256644,2006656424,2340004882","archaeology,geomatic,integration,remote,sensing,techniques",gabriele bitelli|2806904262,remote sensing|62649853|photogrammetry|117455697|phenomenon|50335755|multidisciplinary approach|22467394|geomatics|12780434|data integration|72634772|computer science|41008148|archaeology|166957645,
-22.205,2198110976,construction of china s large ruins monitoring system based on the comparative analysis of world cultural heritage monitoring an example of the european style palace of the old summer palace,en,2015,0,0,,"china,comparative,construction,cultural,european,example,heritage,large,monitoring,old,palace,ruins,style,summer,system,world",y lin|2648922067|j xiao|2689215252|b ma|2721403818|h fu|2712597059|l xu|2709757849,remote sensing|62649853|cultural heritage|60671577|computer science|41008148|china|191935318|archaeology|166957645,isprs annals photogrammetry remote sensing spatial information sciences|2737735205
-22.213,2053563089,data fusion as a means of sensor evaluation in archaeological applications,en,2004,1,1,,"applications,archaeological,data,evaluation,fusion,means,sensor",jay k johnson|2155930623|bryan s haley|2284557054,sensor fusion|33954974|remote sensing|62649853|multivariate statistics|161584116|ground truth|146849305|geology|127313418|excavation|31858485|archaeology|166957645,remote sensing|43295729
-22.218,279359556,integration of airborne optical and thermal imagery for archaeological subsurface structures detection the arpi case study italy,,2009,2,2,"2086349579,201224041,2018297962,2086871164","airborne,archaeological,arpi,case,detection,imagery,integration,italy,optical,structures,subsurface,thermal",cristiana bassani|2043845686|r m cavalli|2639174505|a palombo|2701739309|s pascucci|2633736526|f santini|2683086949|s pignatti|2707225819,vegetation|172427765|vnir|5457282|remote sensing|62649853|red edge|2776388979|multispectral image|173163844|land cover|2780648208|imaging spectrometer|183852935|hyperspectral imaging|159078339|hymap|2779603360|geography|205649164|archaeology|166957645,
-22.218,2104735664,multi temporal geophysical survey of a roman bath complex in montegrotto terme padova northern italy,en@@@it,2007,3,3,"2058105619,2016532746,2048487042","bath,complex,geophysical,italy,montegrotto,multi,northern,padova,roman,survey,temporal,terme",ermanno finzi|2636075210|nicola praticelli|2034996848|l vettore|2497891916|a zaja|2633336606,remote sensing|62649853|radar|554190296|ground penetrating radar|71813955|geophysical survey|114315601|geology|127313418|excavation|31858485|electrical resistivity tomography|60591178|archaeology|166957645,archaeological prospection|180658431
-22.219,2189380454,high resolution satellite data for land use land cover mapping in rohtak district haryana india,en,2014,0,0,1478899970,"cover,data,district,haryana,high,india,land,mapping,resolution,rohtak,satellite",mukesh kumar|2727443878|sandeep kumar|2585110965,thematic map|93692415|satellite|19269812|residential area|2776825979|remote sensing|62649853|land use planning|184603391|land use|4792198|land information system|61703769|land cover|2780648208|gis file format|59994114|engineering|127413603|archaeology|166957645,arth prabandh a journal economics management|2764818530
-22.22,2408666257,sub pixel detection of archaeological materials using nasa satellite and aircraft data,en,2016,0,0,,"aircraft,archaeological,data,detection,materials,nasa,pixel,satellite,sub",paul e buck|1971398447|donald e sabol|2159295795,satellite|19269812|remote sensing|62649853|pixel|160633673|geography|205649164|archaeology|166957645,
-22.22,2749560775,terrestrial laser scanning and photogrammetry techniques for documenting fossil bearing palaeokarst with an example from the drimolen palaeocave system south africa,en,2018,2,2,"2137917541,2168583588,2085680307,2101443124,2056591838,2086398360,2164488281,2127894643,2046265901,2130467033,2062060967,2138063848,2094584790,2095708090,2031551321,2239838648,2052963020,2131882728,121464659,2152104032,1985957433,2175691218,2090329795,2077520016,1964492916,2101141591,2034948178,1973338841,2332093534,2047492545,2336102510,2132416113,1573027695,2190052653,2068837069,1583853888,2049747954,2010887940,2060109075,2319185700,2025007442,2018632724,2087629674,2076427616","africa,bearing,documenting,drimolen,example,fossil,laser,palaeocave,palaeokarst,photogrammetry,scanning,south,system,techniques,terrestrial",brian armstrong|2747380514|alex f blackwood|2748547235|paul penzokajewski|2750368513|colin g menter|2260725446|andy i r herries|2019587562|andy i r herries|2019587562,survey methodology|73945780|spatial analysis|159620131|sedimentary depositional environment|126753816|remote sensing|62649853|photogrammetry|117455697|information system|180198813|geology|127313418|excavation|31858485|documentation|56666940|cave|171878925|archaeology|166957645,archaeological prospection|180658431
-22.22,2586201340,a characterization of human burial signatures using spectroscopy and lidar,en,2016,2,2,,"burial,characterization,human,lidar,signatures,spectroscopy",katie ann corcoran|2722998443,spectroscopy|32891209|remote sensing|62649853|lidar|51399673|geography|205649164|archaeology|166957645,
-22.221,2340115408,remote sensing in archaeology,en,2006,6,6,"2069225890,2325962345,1978845392,1972044994,2009428764,1496395573,2040056423,2118474933,2087495557,611051200,2067382588,2126343561,1522444142,1534730354,1989995760,793353619,2078364957","archaeology,remote,sensing",jay k johnson|2397719753|marco giardano|2549205119|kenneth l kvamme|2600466324|r berle clay|2284107172|thomas j green|2556780817|rinita a dalan|2093835385,remote sensing|62649853|geography|205649164|archaeology|166957645,
-22.223,1614775530,spatiotemporal analysis on a 30 year record of merged satellite soil moisture,,2010,0,0,,"30,merged,moisture,record,satellite,soil,spatiotemporal,year",richard a m de jeu|2023275117,spatiotemporal analysis|2909456086|satellite|19269812|photogrammetry|117455697|meteorology|153294291|geography|205649164|galileo|177219330|el nino southern oscillation|507956050|earth observation|39399123|archaeology|166957645,
-22.225,2463729379,history of modern seafloor mapping,en,2016,2,2,,"history,mapping,modern,seafloor",christopher makowski|2204901571|charles w finkl|2116026154,visualization|36464697|topographic map|55555194|sonar|555745239|remote sensing|62649853|multispectral image|173163844|environmental science|39432304|continental shelf|184751465|continental margin|201867031|benthic zone|83042747|bathymetry|174943157|archaeology|166957645,
-22.226,2119214502,satellite based enhancement of archaeological marks through data fusion techniques,en,2008,2,2,,"archaeological,data,enhancement,fusion,marks,satellite,techniques",rosa lasaponara|233151887|nicola masini|146908812|bruno aiazzi|314405723|luciano alparone|274757460|stefano baronti|938947036,visual inspection|168820333|space technology|77304879|sensor fusion|33954974|satellite imagery|2778102629|remote sensing|62649853|panchromatic film|107445234|multispectral image|173163844|image fusion|69744172|geography|205649164|documentation|56666940|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,
-22.245,2369698547,application of remote sensing techniques in archaeological prospecting,,2003,1,1,,"application,archaeological,prospecting,remote,sensing,techniques",wang chang|2489859034,remote sensing|62649853|prospecting|175181221|natural science|193235544|geography|205649164|civilization|122302079|archaeology|166957645|archaeological science|541743481,remote sensing technology application|2764958491
-22.246,2139685383,settling the earth going beyond keeping in touch terra 3 50 4ka,en,2013,0,0,,"3,4ka,50,beyond,earth,going,keeping,settling,terra,touch",clive gamble|2717352987,wallace line|194407505|settling|173209714|remote sensing|62649853|near oceania|2779207640|mammoth steppe|2776459831|geography|205649164|archaeology|166957645|archaeogenetics|89858861,
-22.254,2521419549,seeing the unseen archaeological detection outside the visible spectrum,en,2011,0,0,,"archaeological,detection,outside,seeing,spectrum,unseen,visible",david stott|2315665737|doreen s boyd|2160112189|anthony beck|2122419906|anthony g cohn|2149556533,visible spectrum|104663316|vegetation|172427765|satellite imagery|2778102629|remote sensing|62649853|prospection|2778426922|hyperspectral imaging|159078339|geography|205649164|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,
-22.256,2417961799,satellite remote sensing of archaeological vegetation signatures in coastal west africa,en,2016,0,0,"2005073772,1581030002,2151426712,1504183433,2043002852,1623899554,2004638404,1996922388,84251869,1982687757,201224041,2118955670,1972427274,2150631649,2488512702,2008058106,1495048410,2057944383,2083498635,2007351065,2069477015,2085642543,1254409997,1964613670,2023573580,1645336128,1537664175,192240132,190634042,2489929168,2429839391,34318071,131025670,148545024,1991387883,2150303328,2137249044,61716088,2005551779,1511120382,2316937298,218532934,2073395842,2054802442,2030222153,2023830769,2266812753","africa,archaeological,coastal,remote,satellite,sensing,signatures,vegetation,west",sean h reid|2765189925,vegetation|172427765|satellite imagery|2778102629|satellite|19269812|remote sensing|62649853|multispectral image|173163844|history|95457728|estuary|88160329|ceiba|2778228072|archaeology|166957645|adansonia digitata|2908808681,african archaeological review|203792648
-22.257,2021995710,fluxgate gradiometry and square array resistance survey at drumlanrig dumfries and galloway scotland,en,2005,6,6,"2069687472,2164356438,2142185026,2617988392","array,drumlanrig,dumfries,fluxgate,galloway,gradiometry,resistance,scotland,square,survey",r walker|2571741110|chris gaffney|2150497552|john gater|2120432532|e wood|2642144270,square array|2911059103|remote sensing|62649853|magnetic survey|95109369|gradiometer|2780784121|geophysical survey|114315601|geology|127313418|fluxgate compass|28044941|archaeology|166957645,archaeological prospection|180658431
-22.26,2106625025,detection of maya s archaeological sites using high resolution radar images,en,2005,4,4,"2164741953,1532691246,2338846965,2158347164,2076902914,148999028,2006764723,1664648250,1964697192,2045260647,1992891297,2073691881,1970429577,2050839367,2060100276,2083122172,1981817354,2471613662,2095428414,2077822579,2332155253,2044446534,262012135","archaeological,detection,high,images,maya,radar,resolution,sites",jorge lira|2098322392|p lopez|2635868688|alejandro rodriguez|2138347178,vegetation|172427765|speckle pattern|102290492|remote sensing|62649853|radar imaging|10929652|radar|554190296|peninsula|123588078|mathematical morphology|185568154|geology|127313418|clutter|132094186|cartography|58640448|archaeology|166957645,int j remote sens|117411352
-22.266,2757087352,satellite by nick lake review,en,2017,0,0,,"lake,nick,review,satellite",elizabeth bush|2302886900,satellite|19269812|psychology|15744967|environmental ethics|95124753|archaeology|166957645,the bulletin of the center for children s books|1032301211
-22.27,1980216077,marine archaeological exploration of the black sea,en,2003,7,7,"2037132648,2150666048,2014942891,2089121075,2112354207,2023966009","archaeological,black,exploration,marine,sea",d f coleman|2712415475|r d ballard|2805834578|t gregory|2279891539,suite|79581498|sonar|555745239|satellite|19269812|remotely operated vehicle|64228939|remotely operated underwater vehicle|145424490|remote sensing|62649853|ocean exploration|144176703|maritime history|66318653|engineering|127413603|deep sea|21790881|archaeology|166957645,
-22.27,2761534124,some like it hot the impact of next generation flir systems thermal cameras on archaeological thermography,,2018,3,3,"1964971763,1998327661,2129493656,1971492509,2089919337,1983754633,2093468690,2478108183,2146644577,2519591536,1981817354,2076656482,1998173242,2054549034,2317124916","archaeological,cameras,flir,generation,hot,impact,next,systems,thermal,thermography",hugh thomas|2763023026,thermography|2779222261|thermal|204530211|remote sensing|62649853|geology|127313418|archaeology|166957645,archaeological prospection|180658431
-22.27,2763893603,how can remote sensing help in detecting the threats to archaeological sites in upper egypt,en,2017,1,1,"2165577558,2036798369,2009175701,2083822273,2616875012,2018713059,2050448690,2096554522,2060373754,2057357403","archaeological,detecting,egypt,help,remote,sensing,sites,threats,upper",julia m chyla|2763554387,remote sensing|62649853|middle east|3651065|map algebra|169989914|human settlement|16678853|geography|205649164|cartography|58640448|archaeology|166957645,
-22.274,2486563308,on the capability of very high resolution satellite and ground probing radar techniques for detecting buried archaeological adobe structures,en,2011,1,1,,"adobe,archaeological,buried,capability,detecting,ground,high,probing,radar,resolution,satellite,structures,techniques",rosa lasaponara|233151887|nicola masini|146908812|enzo rizzo|2299022984|giuseppe orefici|1307530945,satellite|19269812|remote sensing|62649853|radar|554190296|prehistory|204852536|ground penetrating radar|71813955|geography|205649164|earth observation|39399123|arid|150772632|architecture|123657996|archaeology|166957645|adobe|2777261232,
-22.284,2414758950,predicting the past remote sensing data as a tool for locating archaeological settlements in the amazon,en,2016,0,0,,"amazon,archaeological,data,locating,past,predicting,remote,sensing,settlements,tool",per stenborg|2702132185,remote sensing|62649853|human settlement|16678853|geography|205649164|cartography|58640448|archaeology|166957645|amazon rainforest|535291247,
-22.284,2400030378,gis and remote sensing in archaeology jerry kennedy s influence on large scale studies,en,2016,0,0,,"archaeology,gis,influence,jerry,kennedy,large,remote,scale,sensing,studies",john turck|2660772515|alexander martin|2433438135,remote sensing|62649853|geography|205649164|cartography|58640448|archaeology|166957645,
-22.284,2409893678,archaeological prospecting using remote sensing techniques in quiechapa oaxaca mexico,en,2016,0,0,,"archaeological,mexico,oaxaca,prospecting,quiechapa,remote,sensing,techniques",david massey|2463131936|alex elvis badillo|2706515327,remote sensing|62649853|prospecting|175181221|mining engineering|16674752|geography|205649164|archaeology|166957645,
-22.295,1638525484,a poor man s use of corona images for archaeological survey in armenia,,2002,3,3,,"archaeological,armenia,corona,images,man,poor,survey",richard n palmer|2097519593,remote sensing|62649853|geography|205649164|corona|186072955|archaeology|166957645,
-22.298,1987395271,study of buried archaeological sites using vegetation indices,en,2006,3,3,,"archaeological,buried,indices,sites,vegetation",p merola|2627130855|a allegrini|2798367278|d guglietta|2655558194|s sampieri|1967526211,vegetation|172427765|remote sensing|62649853|normalized difference vegetation index|1549246|multispectral pattern recognition|104541649|multispectral image|173163844|hyperspectral imaging|159078339|geology|127313418|archaeology|166957645,remote sensing|43295729
-22.299,2330414379,bridging the geospatial divide in archaeology community based interpretation of lidar data,,2013,2,2,,"archaeology,bridging,community,data,divide,geospatial,interpretation,lidar",gary l duckers|2330144901,remote sensing|62649853|lidar|51399673|history|95457728|geospatial analysis|9770341|bridging|174348530|archaeology|166957645,internet archaeology|37732689
-22.308,2020456703,near surface investigation of ground chemistry using radiometric measurements and spectral gamma ray data,en,1998,5,5,,"chemistry,data,gamma,ground,investigation,measurements,radiometric,ray,spectral,surface",alastair ruffell|1811864990|john wilson|2607002073,uranium|555451288|sediment|2816523|remote sensing|62649853|radiometric dating|170187044|outcrop|169212394|geology|127313418|gamma ray|7910260|basalt|161509811|archaeology|166957645,archaeological prospection|180658431
-22.314,2259024798,remote sensing in an urban australian setting an example from dr h j foley rest park sydney,en,2009,0,0,,"australian,dr,example,foley,h,j,park,remote,rest,sensing,setting,sydney,urban",martin gibbs|2296373547|denis gojak|2212158720,remote sensing|62649853|radar|554190296|foley|110446960|excavation|31858485|engineering|127413603|archaeology|166957645,australian archaeology|105714911
-22.331,2588307287,changing the roman landscape the role of geophysics and remote sensing,en,1998,4,4,,"changing,geophysics,landscape,remote,role,roman,sensing",m c corney|2647862805|vl gaffney|2309589374|c f gaffney|2679571446,remote sensing|62649853|political science|17744445|archaeology|166957645,
-22.339,2547399143,remote sensing archeological sites through unmanned aerial vehicle uav imaging,en,2016,0,0,,"aerial,archeological,imaging,remote,sensing,sites,uav,unmanned,vehicle",cornelius holness|2548409994|tatyana matthews|2428852783|khaliq satchell|2183357846|e clay swindell|2547398374,usable|2780615836|software|2777904410|remote sensing|62649853|elevation|142816520|computer vision|31972630|computer science|41008148|artificial intelligence|154945302|archaeology|166957645|aerial survey|176262533,
-22.34,2089663690,large area remote sensing coverage of archaeological sites with a dual track cart mounted cesium magnetometer,en,2007,2,2,"2325962345,2332663863,16455556,2034516975","archaeological,area,cart,cesium,coverage,dual,large,magnetometer,mounted,remote,sensing,sites,track",james e bruseth|2562687526|william t pierson|2409539403|ross m johnson|2635428538,remote sensing|62649853|magnetometer|153946474|geology|127313418|excavation|31858485|cart|2777275308|base station|68649174|archaeology|166957645,journal of field archaeology|196948491
-22.349,2323908553,full waveform terrestrial laser scanning for extracting a high resolution 3d topographic model a case study on an area of archaeological significance,en,2014,3,3,"1990077509,84227776,2086398360,159618849,2320888585,2140041315,180629339,2011144453,1977332347,2330275840,2012821055,1653887546,1531227587,2102413291,2052110121,2025839642,1985944137,2072979988,2292428879,84984396,1565751608,2024888190,2031445991,2061673613,2742277491,1964704175,2100397795,2055509511","3d,archaeological,area,case,extracting,full,high,laser,model,resolution,scanning,significance,terrestrial,topographic,waveform",fabio di salvo|2324248355|mauro lo brutto|2892822347,waveform|197424946|topographic map|55555194|remote sensing|62649853|laser scanning|141349535|instability|207821765|geology|127313418|archaeology|166957645,eur j remote sens|2496917176
-22.359,2067789546,attempt of identification of wet areas with aster images for archeological studies,en,2013,0,0,,"archeological,areas,aster,attempt,identification,images,studies,wet",eleonora bertacchini|2033057024|francesca despini|1886393475|sergio teggi|19372412|alessandro capra|2144143656|marco dubbini|2806111213,wetland|67715294|spectral signature|176641082|remote sensing|62649853|normalized difference vegetation index|1549246|geography|205649164|environmental monitoring|539469273|aster|2779188070|archaeology|166957645|aster|13772937,
-22.369,2078111805,modeling of the plan da mattun archaeological site using a combination of different sensors,en,2012,0,0,,"archaeological,combination,da,different,mattun,modeling,plan,sensors,site",d novak|2630262154|p tokarczyk|2658841669|p w theiler|2629398886,visualization|36464697|terrain|161840515|sea level|74501621|remote sensing|62649853|photogrammetry|117455697|ground sample distance|197513456|geography|205649164|documentation|56666940|digital elevation model|181843262|archaeology|166957645,isprs international archives photogrammetry remote sensing spatial information sciences|2764939010
-22.381,1252026781,a satellite survey of el markha plain and beyond searching for additional potential pharaonic forts,en,2015,0,0,,"additional,beyond,forts,markha,pharaonic,plain,potential,satellite,searching,survey",sarah parcak|2469453486,wadi|200965112|satellite|19269812|geography|205649164|excavation|31858485|archaeology|166957645,journal ancient egyptian interconnections|2764967451
-22.383,776439179,reconstructing an archaeological landscape of nw cambodia beyond the borders of the greater angkor using satellite imaging,en,2015,0,0,,"angkor,archaeological,beyond,borders,cambodia,greater,imaging,landscape,nw,reconstructing,satellite",kasper hanus|1982496841|emilia smagur|2335943341,satellite|19269812|geography|205649164|cartography|58640448|archaeology|166957645,
-22.387,761223840,archaeological survey through the use of remote sensing lidar photogrammetry and satelital imagery and gis,en,2015,0,0,,"archaeological,gis,imagery,lidar,photogrammetry,remote,satelital,sensing,survey",guadalupe zetinagutierrez|2740085391|armando anayahernandez|2740402994,remote sensing|62649853|photogrammetry|117455697|lidar|51399673|geography|205649164|cartography|58640448|archaeology|166957645,
-22.387,760975589,center and satellites the relationship of templo mayor to similar twin temple pyramids in central mexico,en,2015,0,0,,"center,central,mayor,mexico,pyramids,relationship,satellites,similar,temple,templo,twin",aaron ott|2107657786,temple|2776478597|satellite|19269812|geography|205649164|cartography|58640448|archaeology|166957645,
-22.387,807072162,multibeam swath bathymetry for underwater archaeological investigations,en,2015,0,0,,"archaeological,bathymetry,investigations,multibeam,swath,underwater",daria merwin|2117163525|roger flood|2654323182,underwater|98083399|remote sensing|62649853|oceanography|111368507|geography|205649164|bathymetry|174943157|archaeology|166957645,
-22.387,792146586,indian creek revisited the use of portable x ray fluorescence pxrf soil analysis to characterize areas without artifacts,en,2015,0,0,,"areas,artifacts,characterize,creek,fluorescence,indian,portable,pxrf,ray,revisited,soil,without,x",cory look|2107993922|erin friedman|2644054428|matthew brown|2615965265|reg murphy|2678418346,soil test|50516716|remote sensing|62649853|portable x ray|2909845082|geography|205649164|archaeology|166957645,
-22.387,852963580,archaeological topography comparing digital photogrammetry taken with unmanned aerial vehicles uavs versus standard surveys with total stations,en,2015,0,0,,"aerial,archaeological,comparing,digital,photogrammetry,standard,stations,surveys,taken,topography,total,uavs,unmanned,vehicles,versus",grace erny|2647868653|gerardo gutierrez|2591930563|alyssa friedman|2310743638|melanie godsey|2591752034|machal gradoz|2594503201,total station|168498295|remote sensing|62649853|photogrammetry|117455697|geography|205649164|cartography|58640448|archaeology|166957645,
-22.387,1140032697,an experimental project to conduct digital survey for ring midden features using lidar data,en,2015,0,0,,"conduct,data,digital,experimental,features,lidar,midden,project,ring,survey",michael heilen|2687988597,remote sensing|62649853|midden|2780091996|lidar|51399673|geography|205649164|archaeology|166957645,
-22.389,158056420,remote sensing and gis use in the archaeological analysis of the central mesopotamian plain,en,2006,4,4,"2005073772,1998902551,2128153887,2010610937,1526740462,2155497755,2143095230,1558876495,32859390,82323388,1916920390,2346456240,157066176,2162185377,1992417765,2327029492,1493918451,2014320572,2590746535,1980415223,638077205,2094152597","archaeological,central,gis,mesopotamian,plain,remote,sensing",benjamin f richason|2341793889|carrie hritz|2337138877,remote sensing|62649853|geography|205649164|geographic information system|41856607|cartography|58640448|aster|2779188070|archaeology|166957645,
-22.392,1973898719,buried archaeological structures detection using mivis hyperspectral airborne data,en,2006,1,1,"2111975408,2010319424,2059523177,1964697192,2331141027,2073691881,2330531674,1969173598,1965987528,2046826380,2050839367,2090541541,2305136657,1981817354,2119181641,2728910273,2052657397,2792131175,2489709183,2322014091","airborne,archaeological,buried,data,detection,hyperspectral,mivis,structures",p merola|2701973077|a allegrini|2648262697|d guglietta|2714292112|s sampieri|2709783679,vegetation index|2780376076|vegetation|172427765|terrain|161840515|remote sensing|62649853|physics|121332964|optics|120665830|near infrared spectroscopy|43571822|multispectral image|173163844|infrared|158355884|imaging spectrometer|183852935|hyperspectral imaging|159078339|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,proceedings of spie|183492911
-22.394,2022088852,geophysics in support of industrial archaeology in a challenging environment shade iron furnace pennsylvania usa,en,2004,3,3,"2136312009,2144118383,1496395573,1984159181,2000186942,2075302740,1967918877","archaeology,challenging,environment,furnace,geophysics,industrial,iron,pennsylvania,shade,support,usa",bernd kulessa|2020053215|beverly chiarulli|2273932139|susanne haney|1970056358,remote sensing|62649853|lithology|122792734|industrial archaeology|142675635|gradiometer|2780784121|geophysics|8058405|geology|127313418|excavation|31858485|challenging environment|2908897658|archaeology|166957645,archaeological prospection|180658431
-22.397,1974409340,development of a low altitude airborne remote sensing system for supporting the processing of satellite remotely sensed data intended for archaeological investigations,en,2012,1,1,,"airborne,altitude,archaeological,data,development,intended,investigations,low,processing,remote,remotely,satellite,sensed,sensing,supporting,system",athos agapiou|2102797581|diofantos g hadjimitsis|1987843543|a georgopoulos|2136041560|kyriacos themistocleous|2024531300|d d alexakis|2276076062|george papadavid|2082864321,spectroradiometer|130066347|spectralon|2778781752|satellite|19269812|remote sensing|62649853|reflectivity|108597893|near infrared spectroscopy|43571822|geography|205649164|field of view|150627866|earth observation|39399123|archaeology|166957645|altitude|29403383,
-22.41,2254297512,integration of high resolution satellite data dem and gis for large scale mapping a case study from lower gangetic alluvial plain of india,en,2014,0,0,"1506818537,2037308434,1978865120,628430386,2070857635,2076367380,2162185377,2005786949","alluvial,case,data,dem,gangetic,gis,high,india,integration,large,lower,mapping,plain,resolution,satellite,scale",tapati banerjee|2601790943|s k singh|2603715750|s dharumarajan|1375930887|dipak sarkar|2508411953,topographic map|55555194|sea level|74501621|satellite|19269812|remote sensing|62649853|normalized difference vegetation index|1549246|meter|126627574|engineering|127413603|elevation|142816520|archaeology|166957645|alluvial plain|47568318,international journal geomatics geosciences|2764958884
-22.412,2799872448,investigating the distribution of archaeological sites multiparametric vs probability models and potentials for remote sensing data,en,2018,1,1,"2009435671,2058815839,2112315008,2033686454,1568201516,1998025025,1990748933,2115268776,2044465660,2140534668,2107695795,2784132164,1987464952,2146198038,2137892569,2074471048,2091460873,1494196016,2018627383,2087311848,1984125303,2034439306,864372470,1989837633,2004638404,2042474989,2462625217,2052700773,2147809505,2111058040,2068580990,2157235704,1740603988,2087375155,2029148152,1859986355,2081497821,2147618370,1996721947,2129428187,248342419,2005426878,2617056706,2074413447,1985663753,2023708166,2097600551,2093878803,2506782078,2048947653,2060948559,2213459710,1971447458,2164020854,2051369413,2080310746,1524133479,2560838639,1780627331,2027625577,2607475905,2556802675,2476200052,2795630000,2265709894","archaeological,data,distribution,investigating,models,multiparametric,potentials,probability,remote,sensing,sites,vs",mariangela noviello|2222578724|barbara cafarelli|2004526913|crescenza calculli|2461115851|apostolos sarris|2139383741|paola mairota|1616052717,topographic map|55555194|survey methodology|73945780|remote sensing|62649853|principle of maximum entropy|9679016|principal component analysis|27438332|predictive modelling|45804977|information system|180198813|geography|205649164|cultural heritage|60671577|archaeology|166957645|akaike information criterion|126674687,appl geogr|115443327
-22.435,2740725035,archaeological site information modelling and management based on close range photogrammetry and gis,en,2017,1,1,"1963876443,2072229891,1985736067,2020058271,2123584700,2061194487,1978440168,2081919737,2085354439,2047287674,2129069068,1994908027,1985291233,568488551","archaeological,close,gis,information,management,modelling,photogrammetry,range,site",rami alruzouq|2476165625|saleh abu dabous|2676662068,spatial analysis|159620131|remote sensing|62649853|photogrammetry|117455697|global positioning system|60229501|geographic information system|41856607|engineering|127413603|archaeology|166957645,conservation and management of archaeological sites|132247843
-22.439,2562224889,remote sensing and geographical information systems gis for archaeological research applied in mesopotamia,en,1994,5,5,,"applied,archaeological,geographical,gis,information,mesopotamia,remote,research,sensing,systems",kristiaan verhoeven|2530900941|luc daels|379863180,remote sensing|62649853|mesopotamia|85064482|information system|180198813|geography|205649164|archaeology|166957645,
-22.442,2556110942,settlement sizes and agricultural production territories a remote sensing case study for the early bronze age in upper mesopotamia,en,2016,2,2,"2057387551,2114926945,2149659501,1982480630,2081712988,2037609456,2104638284,2037028543,2084165529,1999428071,2172820017,42110281,628751840,2028303409,360936208,2108424355,1967527180,2025612638,2112971800,238186448,1971576366,1600278610,2032748382,2017788048,1969886996,2109740040,1592137284,2048712304,2238038391,41396257,2003884973,2104204713,2103007609,63650642,47820226,66548366,2032461895,1963499650,2316284278,2321276372,655468355,2319302900","age,agricultural,bronze,case,early,mesopotamia,production,remote,sensing,settlement,sizes,territories,upper",tuna kalayci|2283634199,remote sensing|62649853|proxy|106166403|normalized difference vegetation index|1549246|mesopotamia|85064482|human settlement|16678853|geography|205649164|bronze age|120876096|archaeology|166957645|agriculture|118518473|agricultural productivity|128383755,
-22.444,2130499222,living rooms as factories class gender and the satellite factory system in taiwan,en,1998,0,0,,"class,factories,factory,gender,living,rooms,satellite,system,taiwan",kengfong pang|2689229084,satellite|19269812|history|95457728|factory system|196171953|archaeology|166957645,amer anthropol|102499938
-22.454,2257057712,remote sensing and gis applications in the study of the geographical distribution of ancient settlements in the kafr el sheikh governorate in northern central delta egypt,en,2012,0,0,,"ancient,applications,central,delta,distribution,egypt,geographical,gis,governorate,kafr,northern,remote,sensing,settlements,sheikh",lennart stromquist|2073409340,toponymy|116856471|topographic map|55555194|remote sensing|62649853|photogrammetry|117455697|human settlement|16678853|geography|205649164|gis applications|56321713|early world maps|46669857|drainage|67592535|cartography|58640448|aster|2779188070|archaeology|166957645,
-22.459,2515465452,study of anthropogenic and natural impacts on archaeological sites of the volga bulgaria period republic of tatarstan using remote sensing data,en,2016,1,1,"1792544343,2074397153,1977556304,2025055625,2009166224,1997385611","anthropogenic,archaeological,bulgaria,data,impacts,natural,period,remote,republic,sensing,sites,tatarstan,volga",i i gainullin|2587975728|petr v khomyakov|2737592924|airat sitdikov|2408876567|bulat usmanov|2588946427,shore|152382732|remote sensing|62649853|human settlement|16678853|geography|205649164|geographic information system|41856607|cultural heritage management|93371752|cartography|58640448|bulgars|2776481125|archaeology|166957645,
-22.46,2280313909,archaeological survivability and past coastal processes,en,2005,1,1,,"archaeological,coastal,past,processes,survivability",james d hansom|2792312113,survivability|2781133158|remote sensing|62649853|geography|205649164|archaeology|166957645,
