id,ti,cc,aanames,aanums
2151714656,geophysical exploration in the church of protaton at karyes of mount athos holy mountain in northern greece,9,"['g n tsokas', 'a stampolidis', 'i mertzanidis', 'p tsourlos', 'r hamza', 'c chrisafis', 'd ambonis', 'i tavlakis']","['1784202376', '2506582038', '402519633', '1982013178', '2682321246', '2258948706', '400062024', '430297177']"
2470747677,from point cloud to digital fabrication a tangible reconstruction of ca venier dei leoni the guggenheim museum in venice,3,"['caterina balletti', 'fabio dagnano', 'francesco guerra', 'paolo vernier']","['2138856276', '2567403720', '2124609330', '2118100892']"
2074681985,a methodology for rapid archaeological site documentation using ground penetrating radar and terrestrial photogrammetry,8,"['henrique lorenzo', 'pedro arias']","['2139025173', '2129105287']"
810114590,archaeological remote sensing visualisation and analysis of grass dominated environments using airborne laser scanning and digital spectral data,8,['rebecca bennett'],['2713894437']
1502970699,on the airborne lidar contribution in archaeology from site identification to landscape investigation,9,"['nicola masini', 'rosa coluzzi', 'rosa lasaponara']","['146908812', '2305406398', '233151887']"
1980316416,the use of magnetic susceptibility as a forensic search tool,9,"['jamie k pringle', 'matteo giubertoni', 'matteo giubertoni', 'nigel j cassidy', 'kristopher d wisniewski', 'j d hansen', 'neil linford', 'rebecca m daniels']","['2114834168', '1996052790', '1996052790', '1966540491', '2233299030', '2464375007', '1972671123', '2695758569']"
2522826469,pixel level image fusion for archaeological interpretative mapping,4,"['geert verhoeven', 'milena nowak', 'rebecca nowak']","['2169669433', '2623660728', '2646782943']"
1480620018,laser scanning technology for the hypogean survey the case of santa barbara karst system sardinia italy,4,"['erminio paolo canavese', 'paolo forti', 'angelo naseddu', 'luciano ottelli', 'roberta tedeschi']","['2676764450', '2089377162', '233347078', '2278233754', '2714081995']"
1602827357,a hybrid approach to create an archaeological visualization system for a palaeolithic cave,9,"['pablo rodriguezgonzalvez', 'juan mancerataboada', 'diego gonzalezaguilera', 'angel munoznieto', 'julia armesto']","['916236146', '2179086799', '2041873084', '2170161141', '2143217907']"
2065615376,the application of remote sensing technology in the archaeological study of the mausoleum of emperor qinshihuang,4,"['k tan', 'y wan', 'x zhou', 'd song', 'q duan']","['2423746496', '2577937456', '2697811398', '2578607064', '2482627708']"
2528926568,feature extraction in the north sinai desert using spaceborne synthetic aperture radar potential archaeological applications,5,"['christopher stewart', 'rosanna montanaro', 'maura sala', 'paolo riccardi']","['2587266890', '2528860591', '2715029058', '2643428262']"
2029162279,complex attributes of the magnetic signal for multiple sources application to signals from buried ditches,6,"['christian m milea', 'r o hansen', 'g n tsokas', 'c b papazachos', 'p tsourlos']","['2038406380', '2558486775', '1784202376', '2273027011', '1982013178']"
2039572006,linear 3 d transformations of landsat 5 tm satellite images for the enhancement of archaeological signatures during the phenological cycle of crops,6,"['athos agapiou', 'dimitrios d alexakis', 'apostolos sarris', 'diofantos g hadjimitsis']","['2102797581', '1993120014', '2139383741', '1987843543']"
2067890187,multi offset ground penetrating radar methods to image buried foundations of a medieval town wall great yarmouth uk,7,"['adam d booth', 'roger a clark', 'ken hamilton', 'tavi murray']","['2423311355', '2467812216', '2096526074', '2102468776']"
2313038701,news and short contributions,54,['derrold w holcomb'],['2147678711']
2305136657,remote sensing in archaeological research,17,"['i shennan', 'd n m donoghue']","['2697863097', '2574283405']"
2098586385,monitoring the transformation of historic features in antarctica and svalbard local processes and regional contexts,3,['ricardo roura'],['2045179083']
2053847316,development of an image based method for the detection of archaeological buried relics using multi temporal satellite imagery,7,"['athos agapiou', 'diofantos g hadjimitsis', 'dimitrios d alexakis']","['2102797581', '1987843543', '1993120014']"
1823907620,lidar investigation of knockdhu promontory and its environs county antrim northern ireland,6,['rory mcneary'],['2577033186']
251064908,the archaeological exploitation of declassified satellite photography in semi arid environments,3,"['anthony beck', 'graham philip']","['2122419906', '2141896634']"
2565566991,geoarchaeological remote sensing survey for cultural heritage management case study from byblos jbail lebanon,6,"['jeanpaul deroin', 'rania bou kheir', 'chadi abdallah']","['1962718514', '2894323810', '2737884456']"
2025673189,gpr microwave tomography for diagnostic analysis of archaeological sites the case of a highway construction in pontecagnano southern italy,7,"['r castaldo', 'lorenzo crocco', 'm fedi', 'b garofalo', 'raffaele persico', 'a rossi', 'francesco soldovieri']","['2893301819', '2054900548', '2898593646', '2687508548', '2095231049', '2577553070', '662759263']"
2055449715,a large scale magnetic survey in makrygialos pieria greece,21,"['g n tsokas', 'apostolos sarris', 'm pappa', 'm bessios', 'c b papazachos', 'p tsourlos', 'antonios giannopoulos']","['1784202376', '2139383741', '2702889199', '2304392396', '2273027011', '1982013178', '1969302706']"
2116714053,satellite remote sensing a new tool for archaeology by rosa lasaponara and nicola masini eds springer verlag heidelberg 2012 isbn 978 90 481 8801 7 price 117 00 hardback pages 364,3,"['deodato tapete', 'daniel n m donoghue']","['2051837759', '2109518512']"
2008291426,archaeological prospection of north eastern honduras with airborne mapping lidar,6,"['juan carlos fernandezdiaz', 'william e carter', 'ramesh l shrestha', 'stephen j leisz', 'christopher t fisher', 'alicia m gonzalez', 'dan thompson', 'steve elkins']","['2132520524', '2305002241', '2658503792', '2495952034', '2111404777', '2288573020', '2417939006', '2661411760']"
1964555736,space observation for generating 3d perspective views and its implication to the study of the archaeological site of badami in india,4,"['mandyam b rajani', 'sumanta k patra', 'mamta verma']","['2115745385', '2106372914', '2499051174']"
153042908,silvretta historica satellite assisted archaeological survey in an alpine environment,4,"['karsten lambers', 'thomas reitmaier']","['1914535798', '2635749553']"
2333680610,a low cost image acquisition system for the systematic observation of traces of buried archaeological structures,3,"['kaimarisdimitris', 'patiaspetros']","['2902841797', '2902834293']"
2059859259,ground penetrating radar survey over bronze age circular monuments on a sandy soil complemented with electromagnetic induction and fluxgate gradiometer data,5,"['lieven verdonck', 'david simpson', 'wim cornelis', 'a plyson', 'jean bourgeois', 'roald docter', 'm van meirvenne']","['2405619446', '2102230708', '2171171057', '2796732539', '2267678628', '2122438261', '1958905759']"
2022842681,reconstructing the archaeological landscape of southern dobrogea integrating imagery,4,"['i a oltean', 'w s hanson']","['2892461005', '2161810323']"
2025377269,archaeogeophysics archaeological prospection a mini review,9,['awni batayneh'],['2074866530']
2077467164,the location and mapping of ancient ruins on the castle of lefkas greece by resistivity and gpr methods,14,"['a savvaidis', 'g n tsokas', 'y liritzis', 'm apostolou']","['2639588897', '1784202376', '2655084164', '2667761249']"
2130399979,satellite image analysis and archaeological fieldwork in el markha plain south sinai,7,"['gregory mumford', 'sarah parcak']","['2464503392', '2515199597']"
2037542203,multitemporal analysis for preservation of obsidian sources from melka kunture ethiopia integration of fieldwork activities digital aerial photogrammetry and multispectral stereo ikonos ii analysis,6,"['maria cristina salvi', 'riccardo salvini', 'alice cartocci', 'simone kozciak', 'rosalia gallotti', 'marcello piperno']","['2687760907', '2252096632', '2887557705', '2752989297', '1787702816', '2749516295']"
2145348253,gradiometer and ground penetrating radar survey of two reduccion settlements in the zana valley peru,6,"['parker vanvalkenburgh', 'chester p walker', 'jennie o sturm']","['2290867266', '2673513733', '2507679122']"
2055983652,a hybrid measurement approach for archaeological site modelling and monitoring the case study of mas d is penaguila,5,"['jose a torres', 'david hernandezlopez', 'diego gonzalezaguilera', 'miguel angel moreno hidalgo']","['2479179397', '1938440400', '2041873084', '2898983792']"
2528160374,preparing an archaeological field survey remote sensing interpretation for herding structures in the southern levant,3,"['arnaud ansart', 'frank braemer', 'gourguen davtian']","['2026571690', '1834630594', '2190636616']"
1993659481,geophysical prospection of a bronze foundry on the southern slope of the acropolis at athens greece,5,"['matthias leopold', 'evey gannaway', 'jorg volkel', 'florian haas', 'michael becht', 'tobias heckmann', 'markus westphal', 'gerhard zimmer']","['2080797760', '1555956061', '1993768934', '2101577674', '2094483638', '2290548054', '2171091909', '2573568232']"
2083103609,a case study in the analysis of patterns of aerial reconnaissance in a lowland area of southwest scotland,12,['d c cowley'],['2592204599']
1978606873,remote sensing and geophysical prospection,4,['armin schmidt'],['2252597813']
2034101834,the application of the submetrix isis 100 swath bathymetry system to the management of underwater sites,10,"['garry momber', 'mathew geen']","['1963679340', '2627807981']"
2746559922,integrated hierarchical geo environmental survey strategy applied to the detection and investigation of an illegal landfill a case study in the campania region southern italy,3,"['vincenzo di fiore', 'giuseppe cavuoto', 'michele punzo', 'daniela tarallo', 'marco casazza', 'silvio marco guarriello', 'massimiliano lega']","['2148111630', '905060839', '1985319573', '2051593117', '2617643259', '2749135925', '2462263179']"
1673285680,ancient cities sacred skies cosmic geometries and city planning in ancient india,11,"['john mckim malville', 'lalit m gujral']","['2162121609', '1815116540']"
1939167449,problems and solutions with gpr data interpretation depolarization and data continuity,4,['jurg leckebusch'],['2071346827']
1671268003,assessing coastal landscape change for archaeological purposes integrating shallow geophysics historical archives and geomorphology at port angeles washington usa,6,"['karl w wegmann', 'delwayne r bohnenstiehl', 'jeffrey d bowman', 'jeffrey a homburg', 'jason d windingstad', 'derek beery']","['2121520824', '2308188854', '2304374150', '2620331654', '2634607698', '2577103501']"
2032348050,radio wave techniques for non destructive archaeological investigations,7,"['elena pettinelli', 'pier matteo barone', 'elisabetta mattei', 'sebastian lauro']","['2134259626', '2623044542', '2164024915', '2312096208']"
2414270541,documentation digital survey and protection for a multidisciplinary knowledge of some urban historic landscape in italy,3,['alessandro de masi'],['2506683114']
2033569146,radiometric information from airborne laser scanning for archaeological prospection,4,"['christian briese', 'martin pfennigbauer', 'andreas ullrich', 'michael doneus']","['1834339306', '1984630923', '2302897515', '2077736714']"
2241619111,remote sensing in archaeology from visual data interpretation to digital data manipulation,7,"['rosa lasaponara', 'nicola masini']","['233151887', '146908812']"
1938945319,imaging topological radar technology as a general purpose instrument for remote colorimetric assessment structural security cataloguing and dissemination,3,"['m guarneri', 'luigi de dominicis', 'mario ferri de collibus', 'g fornetti', 'm francucci', 'marcello nuvoli', 'alessandro danielis', 'arianna mencattini']","['2140064477', '2028804826', '238193114', '2032203573', '1519253220', '2051228215', '2024326903', '53382717']"
192240132,an overview of the application of remote sensing to archaeology during the twentieth century,4,['stephen j leisz'],['2495952034']
391919516,discovering archaeological cropmarks a hyperspectral approach,8,"['syed ali aqdus', 'jane drummond', 'w s hanson']","['1972711476', '2132260494', '2161810323']"
1480838596,geoscope and geolidar integrated instruments for underground archaeological investigations,5,"['l fiorani', 'm bortone', 's mattei', 'c ruocchio', 's vetrella', 'antonio salome']","['2640054348', '2673448874', '2720420943', '2643216171', '2711792656', '2707701740']"
1517303313,one example of classing and extracting information from gpr images for the archeology,3,"['s p lukyanov', 'r a stepanov', 'o v stukach']","['2627518947', '2078863236', '2441285625']"
1572530182,the archaeology of space exploration,8,['alice claire gorman'],['2139493662']
2048487042,high resolution geophysical prospecting with integrated methods the ancient acropolis of veio rome italy,11,"['fabio cammarano', 'paolo mauriello', 's piro']","['1656840180', '1996378006', '2706528108']"
189494989,aerial and remote sensing archaeology in eastern macedonia greece,4,"['dimitrios kaimaris', 'olga georgoula', 'georgios karadedos', 'petros patias']","['1987106047', '2043861242', '2068428576', '682610978']"
2029878653,finding archaeological cropmarks a hyperspectral approach,4,"['syed ali aqdus', 'w s hanson', 'jane drummond']","['1972711476', '2161810323', '2132260494']"
2134039069,the contribution of historical aerial and satellite photos to archaeological and geo archaeological research case studies in italy and turkey,3,['g scardozzi'],['2718474167']
2423742774,assessing 3d metric data of digital surface models for extracting archaeological data from archive stereo aerial photographs,4,"['heather papworth', 'andrew l j ford', 'kate welham', 'david thackray']","['2554214743', '2310706129', '2289213271', '2692463029']"
2060149758,some techniques for improving the detection of archaeological features from satellite imagery,5,"['anthony beck', 'keith wilkinson', 'graham philip']","['2122419906', '2172181237', '2141896634']"
2008785277,remote sensing and archaeological survey in the hierapolis of phrygia territory turkey,3,['giuseppe scardozzi'],['2691512463']
1876660364,ground penetrating radar in the regio iii pompeii italy archaeological evidence,5,"['p m barone', 't bellomo', 'elisabetta mattei', 'sebastian lauro', 'elena pettinelli']","['2787949778', '2567193472', '2164024915', '2312096208', '2134259626']"
1970610903,matagorda bay surveys applications of inexpensive satellite navigation,3,['j barto arnold'],['2246046381']
2586617790,digital methods and remote sensing in archaeology,5,"['maurizio forte', 'stefano campana']","['2424575265', '2190919569']"
1894561178,location of defensive military trenches in central and northern greece,3,['dimitris kaimaris'],['1983130135']
2471613662,high resolution satellite imagery in archaeological application a russian satellite photograph of the stonehenge region,21,['martin j f fowler'],['2712535262']
2547330571,a new method for underwater archaeological surveying using sensors and unmanned platforms,3,"['oyvind odegard', 'asgeir j sorensen', 'roy edgar hansen', 'martin ludvigsen']","['2149858535', '2137051530', '2153500247', '2011983895']"
70862324,satellites and site destruction an analysis of modern impacts on the archaeological resource of the ancient near east,4,['emma louise cunliffe'],['2609270324']
2400020882,remote sensing in archaeology an overview,3,"['rosa lasaponara', 'nicola masini', 's loya', 'tito scalo']","['233151887', '146908812', '2402011306', '2694057314']"
86252855,the use of interferometric synthetic aperture radar insar in archaeological investigations and cultural heritage preservation,5,"['diane l evans', 'tom g farr']","['2127297357', '2142715642']"
2004944143,imaging buried landforms using down hole susceptibility data and three dimensional gpr visualization software,7,"['rinita a dalan', 'dean goodman']","['2093835385', '2121269922']"
149589230,high resolution satellite imagery and the detection of buried archaeological features in ploughed landscapes,4,"['ioana a oltean', 'lauren l abell']","['2005808793', '2106906514']"
2081815530,acoustic ground discrimination techniques for submerged archaeological site investigations,10,"['m j lawrence', 'c r bates']","['2723225355', '2700626901']"
1592688490,an inexpensive concentrated field experience across the cordillera,6,"['alison s lathrop', 'ballard e ebbett']","['2684573388', '2484618675']"
2393184366,study of hyperspectral remote sensing for archaeology,4,"['tan ke', 'wan yu']","['2491317632', '2662569438']"
2030839662,detection of archaeological crop marks in cyprus using vegetation indices from landsat tm etm satellite images and field spectroscopy measurements,3,"['athos agapiou', 'diofantos g hadjimitsis', 'k themistocleous', 'giorgos papadavid', 'leonidas toulios']","['2102797581', '1987843543', '672579825', '2278732804', '305287434']"
1965502928,electrical and magnetic response of archaeological features at the early neolithic site of movila lui deciov western romania,7,"['j m maillol', 'd l ciobotaru', 'i moravetz']","['2664884417', '2576639153', '1898237342']"
2117375656,magnetic prospecting for the archaeology of classe ravenna,3,['federica boschi'],['2108166555']
2762225601,sar imaging of archaeological sites on intertidal flats in the german wadden sea,3,"['martin gade', 'jorn kohlus', 'cornelia kost']","['2076559774', '188485624', '2762676608']"
1993718893,the contribution of high resolution satellite images to the production of base maps and cartographies for archaeological research in turkey and iraq,4,['giuseppe scardozzi'],['2764474546']
2474384335,total station archaeology and the use of digital photography,5,"['jocelyn bernatchez', 'curtis w marean']","['2165303107', '17460094']"
2653005600,utilization of structure from motion for processing corona satellite images application to mapping and interpretation of archaeological features in liangzhu culture china,4,"['nobuya watanabe', 'shinichi nakamura', 'bin liu', 'ningyuan wang']","['2323684998', '2263110287', '2671325542', '2661881233']"
2010738506,decorrugation edge detection and modelling of total field magnetic observations from a historic town site yellowstone national park usa,5,"['steven d sheriff', 'douglas h macdonald', 'david s dick']","['2465050035', '2096474154', '2490174937']"
2186417974,use of radio controlled model helicopters in archaeology surveying and in building construction industry,6,"['sofia theodoridou', 'kostas tokmakidis', 'dimitris scarlatos']","['2218484508', '2181705493', '2182017840']"
2120571145,applications of remote sensing to archaeological studies of early shang civilization in northern china,6,"['ronald g blom', 'bruce chapman', 'e podest', 'robert murowchick']","['2099550923', '2151248842', '2224924575', '2693572855']"
2006276724,the effect of pixel resolution and spectral characteristics on the extraction of archaeological features from very high resolution remote sensing imagery sagalassos southwest turkey,3,"['v de laet', 'etienne paulissen', 'koen meuleman', 'marc waelkens']","['2169294177', '1907811893', '2011002973', '1481642178']"
56641886,ground penetrating radar advances in subsurface imaging for archaeology,5,"['dean goodman', 'kent schneider', 'salvatore piro', 'yasushi nishimura', 'agamemnon g pantel']","['2121269922', '2128553595', '2197783474', '2277217696', '2490489547']"
2326820390,enhancing the record through remote sensing the application and integration of multi sensor non invasive remote sensing techniques for the enhancement of the sites and monuments record heslerton parish project n yorkshire england,9,"['dominic powlesland', 'james lyall', 'danny donohoe']","['1301761586', '2460269298', '2319041849']"
2586697474,remote sensing in archaeology,7,"['stefano campana', 'maurizio forte']","['2190919569', '2424575265']"
1491690107,the investigation of the ardales cave spain 3d documentation topographic analyses and lighting simulations based on terrestrial laser scanning,3,"['dirk hoffmeister', 'stefan zellmann', 'andreas pastoors', 'martin kehl', 'pedro cantalejo', 'jose ramos', 'gerdchristian weniger', 'georg bareth']","['2190477742', '2014743128', '2044607236', '1968640845', '2472946714', '2482608193', '2467556457', '117876849']"
1989995760,a ground radar survey of medieval kiln sites in suzu city western japan,8,"['dean goodman', 'y nishimura', 't uno', 't yamamoto']","['2121269922', '2637035535', '2207967247', '2375968395']"
2077822579,verification of a maya settlement model through remote sensing,22,"['william j folan', 'joyce marcus', 'w frank miller']","['71795095', '2127118708', '2141008232']"
2560031375,frozen the potential and pitfalls of ground penetrating radar for archaeology in the alaskan arctic,4,"['thomas m urban', 'jeffrey t rasic', 'claire alix', 'douglas d anderson', 'sturt w manning', 'owen k mason', 'andrew h tremayne', 'christopher b wolff']","['2321818248', '2021401682', '2805965415', '2395836469', '2326812004', '2110723104', '2496649216', '2477198403']"
2119181641,the use of satellite imagery and digital image processing in landscape archaeology a case study from the island of mallorca spain,15,['antonio m montufo'],['2220115143']
2488055343,archaeological interpretation of marine magnetic data,3,['robert gearhart'],['2259220079']
1975517954,suitability of casi and atm airborne remote sensing data for archaeological subsurface structure detection under different land cover the arpi case study italy,5,"['simone pascucci', 'rosa maria cavalli', 'angelo palombo', 'stefano pignatti']","['1979140108', '2305176804', '2113064632', '2065385335']"
2623771445,fusion of satellite multispectral images based on ground penetrating radar gpr data for the investigation of buried concealed archaeological remains,3,"['athos agapiou', 'vasiliki lysandrou', 'apostolos sarris', 'nikos t papadopoulos', 'diofantos g hadjimitsis']","['2102797581', '2467911471', '2139383741', '2296398384', '1987843543']"
1585395114,remote sensing for archaeological applications management documentation and monitoring,3,"['diofantos g hadjimitsis', 'athos agapiou', 'kyriacos themistocleous', 'dimitrios d alexakis', 'apostolos sarris']","['1987843543', '2102797581', '2024531300', '1993120014', '2139383741']"
2036573328,in search of the royal ptolemaic cemetery in central alexandria egypt the first contact,5,"['s papamarinopoulos', 'a liosis', 'l polymenakos', 'p stephanopoulos', 'k limnaeoupapakosta']","['1926667776', '2052140027', '2686836447', '389925490', '418942528']"
2042912787,sea level changes and its impact on coastal archaeological monuments seven pagodas of mahabalipuram a case study,5,"['m b rajani', 'k kasturirangan']","['2590282957', '2420228726']"
1985291233,geomatics techniques and ground penetration radar for archaeological documentation of al salt castle in jordan,3,"['rami alruzouq', 'abdelrahman abueladas']","['2476165625', '2337855097']"
2148628208,high resolution satellite ortho images for archaeological research different methods and experiences in the near and middle east,3,"['l castrianni', 'g di giacomo', 'i ditaranto', 'giuseppe scardozzi']","['662915516', '2162139323', '393082463', '2686564327']"
1860667329,the application of declassified kh 7 gambit satellite photographs to studies of cold war material culture a case study from the former soviet union,4,['martin j f fowler'],['2712535262']
2128940261,detection of possible archaeological pathways in central mexico through digital processing of remote sensing images,7,"['denisse argoteespino', 'rene e chavez']","['2047003610', '2107751175']"
1932139415,the concept of hybrid research applied to the geoheritage of the bauges massif french alps when the promotion of the geoheritage helps geosciences and vice versa,3,"['fabien hoblea', 'nathalie cayla', 'pierre renau']","['61053366', '1248576289', '2468753008']"
2111643547,enhanced interpretation of magnetic survey data using artificial neural networks a case study from butrint southern albania,7,"['david bescoby', 'david bescoby', 'gavin c cawley', 'p neil chroston']","['2132416217', '2132416217', '738756060', '1443903179']"
2071307264,archaeology volcanism and remote sensing in the arenal region costa rica,21,"['peter l steere', 'payson sheets', 'brian r mckee']","['2522859347', '1790116258', '2126438951']"
2247189989,remote sensing and gis in the study of roman centuriation in the corinthia greece,8,['david gilman romano'],['2385896151']
1982468577,geophysical prospection of archaeological sites in brandenburg germany,10,"['e luck', 'm eisenreich']","['2642611152', '2721881854']"
2488396415,hidden in plain sight the corona reconnaissance satellite programme and clandestine cold war science,16,['john cloud'],['2644506547']
2151378123,archaeological questions and geophysical solutions ground penetrating radar and induced polarization investigations in munigua spain,5,"['cornelius meyer', 'burkart ullrich', 'christophe d m barlieb']","['2558170139', '2109459611', '2285538018']"
2108976547,multilevel resistivity prospecting of architectural remains the schwarzach case study,7,"['tomasz herbich', 'krzysztof misiewicz', 'otto teschauer']","['1047917680', '2695956281', '2294168248']"
2174488537,a comparison of accuracy and precision in remote sensing stone walled structures with google earth high resolution aerial photography and lidar a case study from the south african iron age,3,['karim sadr'],['2088121346']
33876368,towards an archaeological index identification of the spectral regions of stress vegetation due to buried archaeological remains,4,"['athos agapiou', 'diofantos g hadjimitsis', 'a georgopoulos', 'apostolos sarris', 'dimitrios d alexakis']","['2102797581', '1987843543', '2136041560', '2139383741', '1993120014']"
1525795913,satellite imagery aerial photography and wetland archaeology an interim report on an application of remote sensing to wetland archaeology the pilot study in cumbria england,23,['chris cox'],['2723667071']
2081587897,impact of magnetic survey design on the imaging of small archeological objects practicability in gradiometer surveying,4,"['tareq fahmy abdallatif', 'mancheol suh', 'jinyong oh', 'kim ki hyun']","['2024375324', '2170578814', '2140172356', '2706008851']"
2159608173,contribution of multiplexed electrical resistance and magnetic techniques to the archaeological investigations at poros greece,5,"['nikos papadopoulos', 'nikos papadopoulos', 'apostolos sarris', 'e kokkinou', 'b wells', 'a penttinen', 'e savini', 'g n tsokas', 'p tsourlos']","['2810799665', '2810799665', '2139383741', '2471678691', '2153267715', '2427764531', '2707160057', '1784202376', '1982013178']"
2104735664,multi temporal geophysical survey of a roman bath complex in montegrotto terme padova northern italy,3,"['ermanno finzi', 'nicola praticelli', 'l vettore', 'a zaja']","['2636075210', '2034996848', '2497891916', '2633336606']"
2340115408,remote sensing in archaeology,6,"['jay k johnson', 'marco giardano', 'kenneth l kvamme', 'r berle clay', 'thomas j green', 'rinita a dalan']","['2397719753', '2549205119', '2600466324', '2284107172', '2556780817', '2093835385']"
2021995710,fluxgate gradiometry and square array resistance survey at drumlanrig dumfries and galloway scotland,6,"['r walker', 'chris gaffney', 'john gater', 'e wood']","['2571741110', '2150497552', '2120432532', '2642144270']"
2106625025,detection of maya s archaeological sites using high resolution radar images,4,"['jorge lira', 'p lopez', 'alejandro rodriguez']","['2098322392', '2635868688', '2138347178']"
1980216077,marine archaeological exploration of the black sea,7,"['d f coleman', 'r d ballard', 't gregory']","['2712415475', '2805834578', '2279891539']"
2761534124,some like it hot the impact of next generation flir systems thermal cameras on archaeological thermography,3,['hugh thomas'],['2763023026']
1638525484,a poor man s use of corona images for archaeological survey in armenia,3,['richard n palmer'],['2097519593']
1987395271,study of buried archaeological sites using vegetation indices,3,"['p merola', 'a allegrini', 'd guglietta', 's sampieri']","['2627130855', '2798367278', '2655558194', '1967526211']"
2020456703,near surface investigation of ground chemistry using radiometric measurements and spectral gamma ray data,5,"['alastair ruffell', 'john wilson']","['1811864990', '2607002073']"
2588307287,changing the roman landscape the role of geophysics and remote sensing,4,"['m c corney', 'vl gaffney', 'c f gaffney']","['2647862805', '2309589374', '2679571446']"
2323908553,full waveform terrestrial laser scanning for extracting a high resolution 3d topographic model a case study on an area of archaeological significance,3,"['fabio di salvo', 'mauro lo brutto']","['2324248355', '2892822347']"
158056420,remote sensing and gis use in the archaeological analysis of the central mesopotamian plain,4,"['benjamin f richason', 'carrie hritz']","['2341793889', '2337138877']"
2022088852,geophysics in support of industrial archaeology in a challenging environment shade iron furnace pennsylvania usa,3,"['bernd kulessa', 'beverly chiarulli', 'susanne haney']","['2020053215', '2273932139', '1970056358']"
2562224889,remote sensing and geographical information systems gis for archaeological research applied in mesopotamia,5,"['kristiaan verhoeven', 'luc daels']","['2530900941', '379863180']"
2284108460,expedient technologies and curated tools within a system of high residential mobiltty an example using mass analysis of flakes from the simpson desert central australia,3,['huw barton'],['2646149371']
2012666849,investigating regional lithic procurement using multi spectral imagery and geophysical exploration,8,"['thomas l carr', 'mort d turner']","['2309098916', '2432640485']"
2141584093,geospatial predictive modelling of the neolithic archaeological sites of magnesia in greece,3,"['konstantinos perakis', 'athanasios moysiadis']","['2669659503', '295209173']"
2169676896,application of optical high resolution satellite imagery for archaeological prospection over hierapolis turkey,3,['evaristo ricchetti'],['2064578527']
1504293326,stereo and structured light as acquisition methods in the field of archaeology,8,"['robert sablatnig', 'christian menard']","['209192686', '2715847837']"
2099018762,using the concept of the learning curve to increase the productivity of geophysical surveys,5,['mark r schurr'],['2012989086']
2021733903,application of seismic surface waves at a pre columbian settlement in honduras,6,"['barbara luke', 'james e brady']","['2612434574', '2502038880']"
2052657397,hyperspectral mivis data to investigate the lilybaeum marsala archaeological park,3,"['p merola', 'a allegrini', 's bajocco']","['2643470093', '2668126463', '2682398347']"
2328769150,field report shuttle imaging radar and archaeological survey in china s taklamakan desert,3,['derrold w holcomb'],['2147678711']
2555768783,manual point cloud classification and extraction for hunter gatherer feature investigation a test case from two low arctic paleo inuit sites,3,"['david b landry', 's brooke milne', 'robert w park', 'ian j ferguson', 'mostafa fayek']","['2023448923', '2007240275', '2122736535', '2096874881', '2174095665']"
2047523721,archaeological research using satellite remote sensing techniques corona in the valleys of shirwan and chardawal pusht i kuh luristan iran,3,['mathieu de meyer'],['2631636126']
2183842639,geoarchaeological studies in central crete based on remote sensing and gis,5,"['christoph siart', 'bernhard eitel']","['1969293336', '2035329611']"
2051993258,dowsing and archaeology,5,['martijn van leusen'],['53406127']
2014535238,3d interpretation of postprocessed archaeological magnetic prospection data,8,"['wolfgang neubauer', 'alois ederhinterleitner']","['2106824575', '1765929309']"
2025759632,a thematic mapper analysis of the prehistoric hohokam canal system phoenix arizona,10,['pamela sands showalter'],['2640728408']
49351912,satellite imagery for archaeological applications a case study from the orontes valley syria,5,"['daniel n m donoghue', 'nikolaos galiatsatos', 'george c philip', 'anthony beck']","['2109518512', '1123723900', '2304289829', '2122419906']"
2047827914,airborne thermal video radiometry and excavation planning at tel leviah golan heights israel,6,"['eyal bendor', 'juval portugali', 'moshe kochavi', 'michal shimoni', 'lipaz vinitzky']","['2118942296', '1216790474', '2689588853', '2527401623', '2664298756']"
2399137026,drawer with integrated concealed sides and bottom,4,['guenter grabher'],['2396902768']
1976464040,aerial archaeology a full digital workflow for aerial photography,3,['jurg leckebusch'],['2071346827']
2004076245,geomorphic mapping enhances cultural resource management at the u s army yuma proving ground arizona usa,6,"['david lashlee', 'frederick l briuer', 'william l murphy', 'eric v mcdonald']","['2522377515', '1489056481', '2483915848', '2647362353']"
2080970345,exploration of the hellenistic fortification complex at asea using a multigeophysical prospection approach,3,"['m dogan', 's papamarinopoulos']","['2598664704', '1926667776']"
2035436902,imaging radar and archaeological survey an example from the gobi desert of southern mongolia,7,['derrold w holcomb'],['2147678711']
1554858095,the desert laboratory repeat photography collection an invaluable archive documenting landscape change,4,"['robert h webb', 'diane e boyer', 'raymond m turner', 'stephen h bullock']","['2135936968', '2149462328', '2143694348', '2151292291']"
2041283728,hlem and magnetic surveys examples from the orkhun valley mongolia,4,"['d batmunkh', 's tosun', 'b gundogdu', 'm e candansayar', 'e u ulugergerli']","['2698493511', '2430304905', '2464374028', '2670143785', '2663693255']"
1992857178,satellite tracking of a white stork from italy to morocco,7,"['f papi', 'marco apollonio', 'b vaschetti', 'silvano benvenuti']","['2049734387', '1836625547', '2345089332', '1967058260']"
2120199758,archaeological feedback in geophysics,4,['andrew r boucher'],['2664705985']
2072960406,from sea charts to satellite images interpreting north american history through maps,11,"['jeffrey cody', 'david buisseret']","['2686876910', '2658343922']"
1519569236,integrated geophysical investigations at an etrurian settlement in northern apennines italy,5,"['e bozzo', 's lombardo', 'f merlanti', 'm pavan']","['2656132563', '2632361482', '2714777077', '2673577042']"
